"ID"	"condition"	"MAP3K3"	"FOXO3"	"UBB"	"AKT3"	"UBE2E1"
"GSM1369818"	"OP"	9.22613776315138	9.04362744819206	12.6794689141578	6.43669409131994	9.27654849729249
"GSM1369819"	"OP"	9.23635882393706	8.96904166964808	12.3754266617097	6.87568854199184	9.35510944740121
"GSM1369820"	"OP"	9.2413704684209	8.7691136449297	12.8608917144247	6.44679177966435	9.11339463735753
"GSM1369821"	"OP"	9.67593428784864	8.79243165260843	12.2304088943583	5.96795270808144	9.59706615411094
"GSM1369822"	"OP"	9.43417722250927	9.36338513278625	12.1685633297847	6.07738696401694	9.437638374935
"GSM1369823"	"OP"	9.19326462815209	8.97505114355491	12.4848447429126	6.20609969387196	9.52381444695533
"GSM1369824"	"OP"	9.74699281923856	8.74351521485588	11.3699539475615	6.53174078993814	9.75779674709652
"GSM1369825"	"OP"	9.41219507065259	8.96904166964808	12.2982415438648	6.86514348269495	9.45926803150559
"GSM1369826"	"OP"	9.40241403603645	9.07971124898866	12.0302432287974	6.17575732982198	9.01178552553099
"GSM1369827"	"OP"	9.3481592977802	9.10125314437975	12.4599441209942	6.34803004340467	9.61881629025368
"GSM1369828"	"OP"	9.34550632019846	8.76272831681328	12.6270559086414	6.36548674525638	9.42804061899014
"GSM1369829"	"OP"	9.31073812727124	8.26586207002036	12.2474777326213	6.96932765085741	9.91838666052279
"GSM1369830"	"OP"	9.09524990948843	8.53373673398428	12.4599441209942	6.77443872410331	9.88168613900706
"GSM1369831"	"OP"	9.00486864763253	8.3351389179354	12.4185146559389	5.88983088102844	9.89115285440777
"GSM1369832"	"OP"	8.84610070877939	8.93756878649953	12.6794689141578	6.99326998388784	9.95106236305971
"GSM1369833"	"OP"	8.81227449513792	8.58016427598251	12.6520592921647	7.38970937220782	9.57905094961412
"GSM1369834"	"OP"	8.81597502916778	8.78964930814636	11.7180587217997	6.87180043607187	9.74956608708081
"GSM1369835"	"OP"	9.40632092308913	8.57320883193399	12.0760004903051	7.01527130913869	9.79724230406682
"GSM1369683"	"OP"	9.22132933054175	8.75880562454056	12.8608917144247	7.00524124411325	9.68486496758567
"GSM1369684"	"OP"	9.2047936458574	8.48933317812035	13.0359386847704	7.02825335612547	9.66188717692834
"GSM1369685"	"OP"	9.90085467123627	9.52048412017582	12.4599441209942	5.66090253033392	9.63481682598824
"GSM1369686"	"OP"	8.66526361981272	8.45284175598912	13.0002175740261	7.86407359953502	9.3502002280974
"GSM1369689"	"OP"	9.75509356933934	9.22417500133767	12.7340174503956	5.83594092014219	9.47255561934458
"GSM1369690"	"OP"	9.40632092308913	8.90145154681374	12.8297579411832	6.27937846479825	9.65381955056127
"GSM1369691"	"OP"	9.3472314854486	8.61691064598773	13.0002175740261	6.34230558220066	9.79581580131686
"GSM1369692"	"OP"	9.61520663569461	9.06186490369774	12.7667283782769	5.95226347291203	9.40632092308913
"GSM1369694"	"OP"	8.89838431631605	8.29994957329035	12.7667283782769	6.80822430445764	9.88800624212833
"GSM1369696"	"OP"	8.92479492610791	8.52144352094815	11.920387726673	7.22030794672725	9.80875703736259
"GSM1369697"	"OP"	8.79092141204771	8.52865854520075	11.890293468349	7.12073240281166	9.73829960630783
"GSM1369702"	"OP"	9.10541941313494	8.80828499474925	12.3166725550352	5.66188315686584	9.32256614619291
"GSM1369707"	"OP"	9.43321354066353	8.33210124306144	12.9686723971976	6.52301841324428	9.46232480419595
"GSM1369708"	"OP"	8.95494718684908	8.49037064886271	12.8608917144247	7.39962135192622	9.70489921552142
"GSM1369709"	"OP"	9.82499729197359	9.30708082761616	12.5739050857393	5.50277735485032	9.12524637011413
"GSM1369710"	"OP"	9.08531664323967	8.18295112349212	12.8297579411832	6.90687492533607	9.6137653158065
"GSM1369711"	"OP"	9.22699347193084	8.41722837401603	12.9686723971976	6.51672678233381	9.79862732639871
"GSM1369712"	"OP"	9.48360787490717	8.94822926396426	12.795537991194	6.64539583294914	9.50583215526324
"GSM1369713"	"OP"	9.28952596744612	8.53899108141633	12.89423277946	6.93880993616187	9.80606035048075
"GSM1369714"	"OP"	9.3124649758948	8.96605586333982	12.9686723971976	7.13778708241672	9.63722482163555
"GSM1369716"	"OP"	9.20205306144223	9.71800689589435	12.7089118313328	4.93956918718285	9.14694085962678
"GSM1369720"	"OP"	9.10937809933536	8.52086146107812	13.0359386847704	7.07020066232486	9.82032486054067
"GSM1369721"	"OP"	9.4181581123901	9.69300138237993	12.795537991194	6.96218836919152	8.81813917821288
"GSM1369724"	"OP"	8.54689655274754	8.74492491182266	13.0671552119778	8.25754685299727	9.31697124063188
"GSM1369726"	"OP"	9.75779674709652	8.7957455681294	12.7340174503956	6.50328217802244	9.50680418433968
"GSM1369727"	"OP"	9.32350417185696	9.15731384495634	12.795537991194	6.50766463377752	9.60644543425637
"GSM1369728"	"OP"	9.66702549192994	9.43134184050885	12.5278949733193	5.70937117149949	9.32840168269821
"GSM1369729"	"OP"	8.82273542090019	8.46425783680048	11.9106323826657	6.9391103931389	9.74410363015739
"GSM1369730"	"OP"	8.73178983136558	8.58067271726858	11.8377888357008	6.92032205749697	9.78428394973656
"GSM1369731"	"OP"	8.87742875154559	8.66896500211842	11.9537770004281	6.87508545939423	9.79299090924818
"GSM1369732"	"OP"	8.90145154681374	8.31029125538657	12.0088712750174	6.80073035724603	9.65798308277257
"GSM1369734"	"OP"	8.79772546939714	8.64809211533193	12.0302432287974	6.70981752676664	9.79862732639871
"GSM1369735"	"OP"	8.99816319282959	8.55084032871924	11.9002050329295	6.19667583790552	9.90085467123627
"GSM1369736"	"OP"	8.88180139859231	8.50258955032495	11.9642928714813	6.70951010461123	9.90085467123627
"GSM1369738"	"OP"	8.80162204595002	8.70210731856538	11.8169870849942	6.87568854199184	9.82941000005451
"GSM1369739"	"OP"	9.04442333195144	8.55413850636553	12.6270559086414	6.87631080495242	9.88463029792833
"GSM1369742"	"OP"	8.79642409488188	8.35913002644895	11.7964401033459	7.42899526573847	9.71277523354822
"GSM1369748"	"OP"	8.89989811406013	8.3970240752008	11.8272677087991	7.00316934867961	9.79724230406682
"GSM1369749"	"OP"	8.90963112731191	8.29845242540045	11.8064908502754	6.95621114759623	9.75927953981183
"GSM1369750"	"OP"	8.98337129861111	8.35439099084785	11.7740799196953	7.19896210327741	9.81179639328903
"GSM1369751"	"OP"	8.80894442923857	8.27860768210965	11.6659127626333	7.32874174336982	9.79581580131686
"GSM1369753"	"OP"	8.83590483528733	8.19018312871158	11.7274876767142	7.23872560985576	9.71021998131186
"GSM1369687"	"Control"	8.83892678782434	8.50316033583807	12.8297579411832	7.85408767500918	9.2986831777014
"GSM1369688"	"Control"	9.69683231616988	9.36338513278625	12.4599441209942	5.81009293825283	9.61258583061731
"GSM1369693"	"Control"	9.15301632714073	8.43400706652811	13.0002175740261	6.79143229864674	9.78574669604149
"GSM1369695"	"Control"	9.18911087040515	8.53899108141633	13.1348525926092	6.44109990345212	9.78993278032021
"GSM1369698"	"Control"	8.86670616129514	8.52202984509336	11.6834993125629	6.76794877385599	9.83533084689366
"GSM1369699"	"Control"	9.01178552553099	8.63962449604269	11.8479074018782	6.58482241496197	9.83829286142285
"GSM1369700"	"Control"	8.86947772076188	8.50592339008298	11.8169870849942	7.06851034015551	9.79135258981517
"GSM1369701"	"Control"	8.91746159121164	8.30872962874303	11.9106323826657	6.95719036403743	9.69810231127778
"GSM1369703"	"Control"	8.9421097682467	7.91753861251941	12.3754266617097	7.39923103544432	9.72217160677426
"GSM1369704"	"Control"	8.98799536821631	8.30820366405795	12.89423277946	7.13306620038781	9.77225369599495
"GSM1369705"	"Control"	9.00940439421895	8.14697573205917	11.8377888357008	7.23425149690799	9.91838666052279
"GSM1369706"	"Control"	9.33025875293537	8.6303994289982	13.0359386847704	6.38171247977122	9.78295040256131
"GSM1369715"	"Control"	8.65907082732985	9.78574669604149	13.1010109385258	6.56493058608182	9.33989866436618
"GSM1369717"	"Control"	8.95346908215462	9.00347084268531	13.1348525926092	6.29776928311494	9.74410363015739
"GSM1369718"	"Control"	9.25225789665968	8.56472897054904	13.0359386847704	7.02685966998384	9.54501821355272
"GSM1369719"	"Control"	9.3956586583284	8.50258955032495	13.0002175740261	6.91935280976791	9.65381955056127
"GSM1369722"	"Control"	8.81368835697646	8.73442678141341	13.0359386847704	8.30240310418896	9.57018490677797
"GSM1369723"	"Control"	9.77100632058145	8.98935656977022	12.4391634789445	6.39075637567106	9.50269553364394
"GSM1369725"	"Control"	9.0335607410155	8.61328349160378	12.8608917144247	7.4260437636835	9.78029131380448
"GSM1369733"	"Control"	8.82552730219626	8.45872529285914	11.920387726673	7.01171852721791	9.77909488578153
"GSM1369737"	"Control"	8.8332770958175	8.54185722968526	11.9002050329295	6.93390209313619	9.90719697805211
"GSM1369740"	"Control"	8.94822926396426	8.47007984459942	11.8586873158083	6.97202732137475	9.90562747976391
"GSM1369741"	"Control"	8.98935656977022	8.26538332340802	11.8479074018782	6.93425258335046	9.74410363015739
"GSM1369743"	"Control"	8.81447984334712	8.53034623269044	11.8479074018782	7.05291940233742	9.79440989518922
"GSM1369744"	"Control"	8.8701870852986	8.2488373785724	11.7559969995428	7.31809417107678	9.72463481935604
"GSM1369745"	"Control"	9.05001089723151	8.73039446068887	11.8272677087991	6.5252329386245	9.8398398469539
"GSM1369746"	"Control"	9.06839004505328	8.97817875388165	11.7274876767142	5.86510868867228	9.90877961746522
"GSM1369747"	"Control"	8.99414291497655	8.39439516497003	11.7559969995428	7.13272120721411	9.77644452709345
"GSM1369752"	"Control"	8.91036308889973	8.37780656596945	11.570492616118	6.77259585541464	9.68231236696736
"GSM1369754"	"Control"	9.65798308277257	8.77715069072993	12.5278949733193	6.18261066591603	9.53702624937439
"GSM1369755"	"Control"	9.00271194917924	8.28128805370251	11.7646921368704	6.98995953554633	9.78428394973656
